link,text,date,is-retweet,external-link,quoted-post,pictures,videos,gifs,name,username,profile_id,avatar,comments,retweets,quotes,likes
https://twitter.com/SandiAnthony1/status/1711448538130113018#m,"The Palestinian people are not the Terrorist organization, Hamas. There is nothing wrong with the WH stance in the past about Palestine.","Oct 9, 2023 · 6:28 PM UTC",False,,{},[],[],[],Sandi Anthony,@SandiAnthony1,1085696158117183490,https://pbs.twimg.com/profile_images/1085696158117183490/Tnd-c1cK_bigger.jpg,0,0,0,0
https://twitter.com/SaiphEsca/status/1711448284303118691#m,"This is because just now media is wanting you to watch it. This thing is not new, Palestine has been suffering for over 70 years. And people say they are the terrorists. Both parties are wrong on killing civilians. But don’t tell Palestine started it, cause it wasn’t like that.","Oct 9, 2023 · 6:27 PM UTC",False,,{},[],[],[],Saiph Esca 🐸🟪,@SaiphEsca,1714668056973094913,https://pbs.twimg.com/profile_images/1714668056973094913/JdjA0tgH_bigger.jpg,0,0,0,0
https://twitter.com/FreakySatoshi/status/1711447642041971030#m,So now it’s cool to get woke when white Jews are being killed but it was silence when Israel was killing brown ppl in Palestine?,"Oct 9, 2023 · 6:24 PM UTC",False,,{},[],[],[],Beyfraudce Gazelle Knowless 🏳️‍🌈♍️⚡️🐉🐅,@FreakySatoshi,1704816631048757248,https://pbs.twimg.com/profile_images/1704816631048757248/Ae5nH3NQ_bigger.jpg,0,0,0,0
https://twitter.com/Ripjaw2000/status/1711447104642564377#m,Because Israel is the ones who mad Palestine dependent on them for food and water,"Oct 9, 2023 · 6:22 PM UTC",False,,{},[],[],[],Jetsfan155,@Ripjaw2000,default_profile_bigger.png,https://pbs.twimg.com/abs.twimg.com/sticky/default_profile_images/default_profile_bigger.png,0,0,0,0
https://twitter.com/Hotmomofive/status/1711446415661293725#m,Human rights activists are saying it’s a human right to allow the citizens to have water. 1948 there was war they are still arguing on this land issue #Noura she said #Palestine citizens want peace this is a mess,"Oct 9, 2023 · 6:19 PM UTC",False,,{},[],[],[],Karissa Gates 🤍,@Hotmomofive,1640441014300344320,https://pbs.twimg.com/profile_images/1640441014300344320/OBrJNjvi_bigger.jpg,0,0,0,0
https://twitter.com/marksch99127495/status/1711445188714127476#m,What about the daily attacks that Israel does to innocent people in Palestine?,"Oct 9, 2023 · 6:15 PM UTC",False,,{},[],[],[],Mark,@marksch99127495,1675258544558575616,https://pbs.twimg.com/profile_images/1675258544558575616/VcWzM_2T_bigger.jpg,0,0,0,0
https://twitter.com/Oko06796244/status/1711444676920615239#m,Really? Of everything in the world. Well let’s take a moment to advocate for peace between Israel and Palestine .,"Oct 9, 2023 · 6:13 PM UTC",False,,{},[],[],[],Oko keji.,@Oko06796244,1721843437329162240,https://pbs.twimg.com/profile_images/1721843437329162240/qbNHzltG_bigger.jpg,0,0,0,10
https://twitter.com/NC7983/status/1711443790769139868#m,"2) issue of Palestine down the road for too long. Israel has made matters all the worse by it’s aggressive settlement policies.  The ultra orthodox in Israel and ultra orthodox in Iran are the big troublemakers, IMO","Oct 9, 2023 · 6:09 PM UTC",False,,{},[],[],[],Nancy C,@NC7983,1565779874404515851,https://pbs.twimg.com/profile_images/1565779874404515851/xXCDCjTJ_bigger.jpg,0,0,0,0
https://twitter.com/spamfighter666/status/1711443549609247190#m,"Absolutely, but at the same time equivocating language such as was issued by @Val_Plante calling Hamas’s terror (rape, kidnap, torture and murder) ‘a military action’ is disgusting. #freepalstine #peaceforisrael hamas ≠ palestine | netanyahu ≠ israel","Oct 9, 2023 · 6:08 PM UTC",False,,{},[],[],[],Spamfighter,@spamfighter666,932310387,https://pbs.twimg.com/profile_images/932310387/luce_bigger.jpg,0,0,0,2
https://twitter.com/NC7983/status/1711443250605691033#m,"Why should there be no Palestine? Don’t the Palestinians deserve a safe place to live - many actually work in Israel., Hamas does represent what is in the Palestinians, they are just a terror organization trying to disrupt any chance of peace,. Israel and the West have booted 2)","Oct 9, 2023 · 6:07 PM UTC",False,,{},[],[],[],Nancy C,@NC7983,1565779874404515851,https://pbs.twimg.com/profile_images/1565779874404515851/xXCDCjTJ_bigger.jpg,1,0,0,0
https://twitter.com/ctrewes/status/1711443132351410470#m,"Who would ask YOU for help? You have funded Iran, Palestine and therefore Hamas: https://www.defensenews.com/congress/2021/09/22/lawmakers-consider-linking-iron-dome-with-palestinian-aid-in-continuing-resolution/","Oct 9, 2023 · 6:06 PM UTC",False,,{},[],[],[],Weston Ulbrich,@ctrewes,1715038966338994176,https://pbs.twimg.com/profile_images/1715038966338994176/EoX1q-lv_bigger.jpg,0,0,0,2
https://twitter.com/dfletchdnb/status/1711442327330578862#m,pretty sure this was clearly stated that you can’t do things like this in civilian inhabited areas twice between the years of 1918 and 1946  free palestine,"Oct 9, 2023 · 6:03 PM UTC",False,,{},[],[],[],D-Fletch 🦖,@dfletchdnb,1668086401877909506,https://pbs.twimg.com/profile_images/1668086401877909506/XbgRb2Ic_bigger.jpg,0,0,0,10
https://twitter.com/TootyKorn2/status/1711441965336629298#m,Finished league… FREE PALESTINE,"Oct 9, 2023 · 6:02 PM UTC",False,,{},"['https://pbs.twimg.com/media/F8BDYroW4AAHpAZ.jpg', 'https://pbs.twimg.com/media/F8BDYrjWIAEZs4K.jpg', 'https://pbs.twimg.com/media/F8BDYrmWAAAUGQ1.jpg']",[],[],FREE PALESTINE 🇵🇸,@TootyKorn2,1709563603991371777,https://pbs.twimg.com/profile_images/1709563603991371777/JpHBQ9L4_bigger.jpg,11,5,1,160
https://twitter.com/damomoo/status/1711441101423599647#m,I will never stop praying for peace in Israel and Palestine. My heart breaks for the region.,"Oct 9, 2023 · 5:58 PM UTC",False,,{},[],[],[],John Laxa,@damomoo,1392892142889050112,https://pbs.twimg.com/profile_images/1392892142889050112/A_Dteuj9_bigger.jpg,0,0,0,2
https://twitter.com/lesley100/status/1711440995626234270#m,"Wonder why they don’t go to Palestine?  Oh wait, cause they are cowards","Oct 9, 2023 · 5:58 PM UTC",False,,{},[],[],[],lesley taylor,@lesley100,1563015983853338624,https://pbs.twimg.com/profile_images/1563015983853338624/Khvm-SR9_bigger.jpg,0,0,0,0
https://twitter.com/ICUStat/status/1711440829674365202#m,"I understand. You’re a tour operator. You need to try to play both ends as to not offend. However, there’s no moral equivalence here. You cannot simply remove Hamas like it’s a bedsheet over Gaza. Gaza, the West Bank, Palestine is Hamas. One in the same. Only one side abducts and kills children, women, and the infirm. Only one side drags the corpses of Jews through the street while spitting, pissing, and kicking them. Children too.","Oct 9, 2023 · 5:57 PM UTC",False,,{},[],[],[],Mike vonTschudi 🇨🇭🇱🇮,@ICUStat,1314093904157966336,https://pbs.twimg.com/profile_images/1314093904157966336/KRoxqTn2_bigger.jpg,1,0,0,2
https://twitter.com/ctrewes/status/1711440281613090916#m,Are you rethinking your two-state solution for Israel and Palestine? You were advocating for exactly that 5 days ago.   You lack leadership and seriousness. Keep walking and self-aggrandizing. It’s all you’ve accomplished.   https://www.murphy.senate.gov/newsroom/press-releases/murphy-van-hollen-durbin-welch-lead-16-senators-in-letter-to-president-biden-on-us-role-in-potential-normalization-agreement-between-saudi-arabia-and-israel,"Oct 9, 2023 · 5:55 PM UTC",False,,{},[],[],[],Weston Ulbrich,@ctrewes,1715038966338994176,https://pbs.twimg.com/profile_images/1715038966338994176/EoX1q-lv_bigger.jpg,0,0,0,1
https://twitter.com/backtime/status/1711439606254653796#m,"The 🇮🇱colonialism occupation force illegally occupied Palestine,shows your sympathy because you are also part of the colonizers who killed millions of american natives.The same mindset applies to your protest as well as your building that raises the flag of illegal🇮🇱","Oct 9, 2023 · 5:52 PM UTC",False,,{},['https://pbs.twimg.com/media/F8BBQAnXUAAq1rE.jpg'],[],[],Jimmy,@backtime,1362565519606480898,https://pbs.twimg.com/profile_images/1362565519606480898/LHinuC8X_bigger.jpg,0,0,0,0
https://twitter.com/DCRemp/status/1711438597906366695#m,"Pretty certain nobody, or very few, thinks this. The problem lies in the conflation of Hamas with Palestine. Too many Conservatives paint them both with a broad stroking brush and equate them to be one and the same. Palestinians are as deserving of peace and freedom","Oct 9, 2023 · 5:48 PM UTC",False,,{},[],[],[],David Rempel,@DCRemp,1681009685103788032,https://pbs.twimg.com/profile_images/1681009685103788032/IjDHnyvk_bigger.jpg,0,0,0,0
https://twitter.com/davidac35075727/status/1711436504038252978#m,This is an from @TheRedactedInc.   #US🇺🇸 weapons sent to #Ukraine🇺🇦 were acquired by #Hamas in #Palestine🇵🇸. They were used in the #Israel🇮🇱 attack.   Egypt just dropped a BOMBSHELL in the Israel Hamas War | Redacted with C... https://piped.video/SLGTOFP2QK8?si=N7cOcEUiTzpSHSL3 via @YouTube,"Oct 9, 2023 · 5:40 PM UTC",False,,{},"['https://pbs.twimg.com/media/F8A-bfxWoAAGT2k.jpg', 'https://pbs.twimg.com/media/F8A-bf1WUAAKYZm.jpg', 'https://pbs.twimg.com/media/F8A-bfwXMAAG9ZM.jpg']",[],[],davidac,@davidac35075727,1181651640656498689,https://pbs.twimg.com/profile_images/1181651640656498689/FGepZD6P_bigger.jpg,1,0,0,0
https://twitter.com/vacancysigns10/status/1711435875970588960#m,so it's totally cool what Israel has been doing to Palestine for decades? the actions if Hamas means what Palestinians deserver to live in an apartheid state?,"Oct 9, 2023 · 5:38 PM UTC",False,,{},[],[],[],chris romo,@vacancysigns10,1570432520465915906,https://pbs.twimg.com/profile_images/1570432520465915906/AHzYyCzr_bigger.jpg,1,0,0,1
https://twitter.com/KendalMichel14/status/1711435742612689226#m,"What the Lord did to you guys when dealing with evil, did the Lord God has been punished you for what you has been done It's the same way things the Israelites has done to those innocent people in Palestine is evils in eyes of the Lord Almighty you can't skip it","Oct 9, 2023 · 5:37 PM UTC",False,,{},[],[],[],Kendal Michel,@KendalMichel14,1704655103314067457,https://pbs.twimg.com/profile_images/1704655103314067457/-_eoI2Xn_bigger.jpg,1,0,0,0
https://twitter.com/CryptoGuerreroX/status/1711433811958128968#m,Thank you for posting this in such great detail. Free Palestine 🇵🇸,"Oct 9, 2023 · 5:29 PM UTC",False,,{},[],[],[],Guerra,@CryptoGuerreroX,1709263276289519617,https://pbs.twimg.com/profile_images/1709263276289519617/LTwlrOiV_bigger.jpg,1,0,0,4
https://twitter.com/akova17/status/1711432234484498735#m,@rogerwaters what is your take on what happening in Palestine I would love to hear your take on it. #FreePalastine,"Oct 9, 2023 · 5:23 PM UTC",False,,{},[],[],[],Adnan Kovacevic,@akova17,703207272609157121,https://pbs.twimg.com/profile_images/703207272609157121/gxR41v2N_bigger.jpg,0,0,0,0
https://twitter.com/yassine_cheref/status/1711432023846318104#m,And we stand with Palestine. You guys do everything but to please your residents. #NY_residents,"Oct 9, 2023 · 5:22 PM UTC",False,,{},[],[],[],Yassine Cheref,@yassine_cheref,1559323689832906752,https://pbs.twimg.com/profile_images/1559323689832906752/eml3UC7g_bigger.jpg,0,0,0,3
https://twitter.com/md_wallach/status/1711431749564019180#m,The cause of Palestine has been hurt more in the last 36 hours than I could have imagined.  The only cause this advanced was those elements of Israel that want to “push the Palestinians into the sea”,"Oct 9, 2023 · 5:21 PM UTC",False,,{},[],[],[],"Tom Wallach, MD",@md_wallach,1654268025409773568,https://pbs.twimg.com/profile_images/1654268025409773568/HaHGiX6u_bigger.jpg,1,0,0,5
